PROVINCIA;HORARIO DEL SERVICIO;DIAS HABILES;RUTA;COSTO;TIPO DE TRANSPORTE;VEHICULOS X RUTA;ORIGEN ;DESTINO;FEDERACION/SINDICATO;TIPO DE LICENCIA;ESTADO;FECHA_ACTUALIZACION
EL SEIBO;07:30AM Y 11:00PM;7;FRANCISCO MERCEDES ;50;CAMIONETA;1;EL SEIBO ;LA HIGUERA;"CONATRA
(CONEMPTRARE)";Interurbano;N/A;18/7/2025
EL SEIBO;07:30AM / 09:00PM;7;JAIME GIL MERCEDES;100;CAMIONETA;1;EL SEIBO ;MAGARIN - LOMA JOBO DULCE;"CONATRA
(CONEMPTRARE)";Interurbano;N/A;18/7/2025
EL SEIBO;07:30AM / 09:00PM;7;JAVIER MAÑON VELASQUEZ;100;CAMIONETA;1;EL SEIBO ;MAGARIN - LOMA JOBO DULCE;"CONATRA
(CONEMPTRARE)";Interurbano;N/A;18/7/2025
EL SEIBO;07:30AM / 09:00PM;7;JESUS DEL ROSARIO;100;CAMIONETA;1;EL SEIBO ;MAGARIN - LOMA JOBO DULCE;"CONATRA
(CONEMPTRARE)";Interurbano;N/A;18/7/2025
EL SEIBO;07:00AM / 04:00PM;7;JOSE RAMON MERCEDES DOMINGUEZ;75;CAMIONETA;1;EL SEIBO ;CACIQUILLO- LA GINA;"CONATRA
(CONEMPTRARE)";Interurbano;N/A;18/7/2025
EL SEIBO;07:00AM / 04:00PM;7;JUAN GONZALEZ ROSA;50;CAMIONETA;1;EL SEIBO ;LA HIGUERA;"CONATRA
(CONEMPTRARE)";Interurbano;N/A;18/7/2025
EL SEIBO;07:30AM / 09:00PM;7;MANUEL DAMASO HERNANDEZ;100;CAMIONETA;1;EL SEIBO ;MAGARIN - LOMA JOBO DULCE;"CONATRA
(CONEMPTRARE)";Interurbano;N/A;18/7/2025
EL SEIBO;07:00AM / 06:00PM;7;MIGUEL ANTONIO ZORRILLA PONTIER ;100;CAMIONETA;1;EL SEIBO ;LOS GUAYUYOS;"CONATRA
(CONEMPTRARE)";Interurbano;N/A;18/7/2025
EL SEIBO;07:00AM / 06:00PM;7;PABLO GIL AQUINO;100;CAMIONETA;1;EL SEIBO ;MAGARIN - LOMA JOBO DULCE;"CONATRA
(CONEMPTRARE)";Interurbano;N/A;18/7/2025
EL SEIBO;07:00AM / 06:00PM;7;ALFREDO APONTE JOSE;125;CAMIONETA;1;EL SEIBO ;EL CUEY;"CONATRA
(CONEMPTRARE)";Interurbano;N/A;18/7/2025
EL SEIBO;06:10AM / 06:30PM;7;ASOCHOSEYPEMI;150;MICROBÚS;23;EL SEIBO ;PEDRO SANCHEZ - MICHES;"CONATRA
(CONEMPTRARE)";Interurbano;N/A;18/7/2025
EL SEIBO;04:55AM / 07:30PM;7;TSS. SRL;300;MINIBÚS;21;EL SEIBO ;SANTO DOMINGO;"CONATRA
(CONEMPTRARE)";Interurbano;N/A;18/7/2025
EL SEIBO;05:30AM / 07:30PM;7;TSS. SRL;175;MINIBÚS;21;EL SEIBO ;LA ROMANA;"CONATRA
(CONEMPTRARE)";Interurbano;N/A;18/7/2025
EL SEIBO;06:00AM / 06:00PM;7;BASILIO HERRERA MEJIA;125;CAMIONETA;1;EL SEIBO ;EL CUEY;"CONATRA
(CONEMPTRARE)";Interurbano;N/A;18/7/2025
EL SEIBO;06:00AM / 06:00PM;7;"BENANCIO SANCHEZ CEDANO 
MARIO CONSTANZO ";125;CAMIONETA;1;EL SEIBO ;EL CUEY;"CONATRA
(CONEMPTRARE)";Interurbano;N/A;18/7/2025
EL SEIBO;06:00AM / 06:00PM;7;CECILIO ANT. CORDERO DE LA ROSA;125;CAMIONETA;1;EL SEIBO ;EL CUEY;"CONATRA
(CONEMPTRARE)";Interurbano;N/A;18/7/2025
EL SEIBO;06:00AM / 06:00PM;7;ENERCIDO DE LA ROSA CASTILLO;125;CAMIONETA;1;EL SEIBO ;EL CUEY;"CONATRA
(CONEMPTRARE)";Interurbano;N/A;18/7/2025
EL SEIBO;07:30AM / 11:00PM;7;JACINTO INIRIO CARVAJAL MERCEDES;125;CAMIONETA;1;EL SEIBO ;EL CUEY;"CONATRA
(CONEMPTRARE)";Interurbano;N/A;18/7/2025
EL SEIBO;06:00AM / 06:00PM;7;"JOSE MERCEDES
DANIEL MERECES ";125;CAMIONETA;1;EL SEIBO ;EL CUEY;"CONATRA
(CONEMPTRARE)";Interurbano;N/A;18/7/2025
EL SEIBO;06:00AM / 06:00PM;7;JULIO ROSA MERCEDES;125;CAMIONETA;1;EL SEIBO ;EL CUEY;"CONATRA
(CONEMPTRARE)";Interurbano;N/A;18/7/2025
EL SEIBO;06:00AM / 06:00PM;7;MIGUEL AQUINO MEJIA;125;CAMIONETA;1;EL SEIBO ;EL CUEY;"CONATRA
(CONEMPTRARE)";Interurbano;N/A;18/7/2025
EL SEIBO;07:20AM / 11:50PM;7;SITRAMICHES ;475;MINIBÚS;1;LA COLONIA;SANTO DOMINGO;"CONATRA
(CONEMPTRARE)";Interurbano;N/A;18/7/2025
EL SEIBO;04:00AM / 05:30PM;7;SITRAMICHES ;400;MINIBÚS;18;MICHES ;SANTO DOMINGO;"CONATRA
(CONEMPTRARE)";Interurbano;N/A;18/7/2025
EL SEIBO;07:30AM / 09:00PM;7;SR. MELANIO ZORRILLA;100;CAMIONETA;0;EL SEIBO;MAGARIN;"CONATRA
(CONEMPTRARE)";Interurbano;N/A;18/7/2025
ELIAS PIÑA;04:00am / 01:00pm;7;HOMERO ANIBAL DOMINGUEZ MATA;700;MINIBÚS;2;BANICA;SANTO DOMINGO;NO AFILIADO-S;Interurbano;N/A;18/7/2025
ELIAS PIÑA;05:00AM / 12:00PM;7;ENRIQUEZ MARCELINO MORETA DE LOS SANTOS ;700;MINIBÚS;2;BANICA;SANTO DOMINGO;NO AFILIADO-S;Interurbano;N/A;18/7/2025
ELIAS PIÑA;05:00AM / 12:00PM;7;TRANSPORTE Y CARGA CEDANO SALVADOR SRL;700;AUTOBÚS;1;PEDRO SANTANA;SANTO DOMINGO;UNATRAFIN ;Interurbano;N/A;18/7/2025
ELIAS PIÑA;04:00am / 01:00pm;7;TRANSPORTE Y CARGA CEDANO SALVADOR SRL;700;MINIBÚS;2;PEDRO SANTANA;SANTO DOMINGO;UNATRAFIN ;Interurbano;N/A;18/7/2025
ELIAS PIÑA;07:00PM / 05:00PM;7;ASOCIACION CHOFERES BANICA-PEDRO SANTANA;200;MICROBÚS;1;BANICA;LAS MATAS DE FARFÁN;NO AFILIADO-S;Interurbano;N/A;18/7/2025
ELIAS PIÑA;07:00PM / 05:00PM;7;ASOCIACION CHOFERES BANICA-PEDRO SANTANA;200;CAMIONETA;4;BANICA;LAS MATAS DE FARFÁN;NO AFILIADO-S;Interurbano;N/A;18/7/2025
ELIAS PIÑA;06:00AM / 06:00PM;7;SICHOELPI ;200;MICROBÚS;4;COMENDADOR ; SAN JUAN DE LA MAGUANA;CONATRA;Interurbano;N/A;18/7/2025
ELIAS PIÑA;06:00AM / 06:00PM;7;SICHOELPI ;200;MINIBÚS;6;COMENDADOR ; SAN JUAN DE LA MAGUANA;CONATRA;Interurbano;N/A;18/7/2025
ELIAS PIÑA;06:00AM / 07:00PM;7;SICHOELPI ;150;CARROS;32;COMENDADOR ;LAS MATAS DE FARFÁN;CONATRA;Interurbano;N/A;18/7/2025
ELIAS PIÑA;06:00AM / 06:00PM;7;ASOCADU;50;CAMIONETA;25;COMENDADOR ;CARRIZAL;NO AFILIADO-S;Interurbano;N/A;18/7/2025
ELIAS PIÑA;04:00am / 01:00pm;7;FEDEOLVINA PEREZ COLON;700;MINIBÚS;1;EL LLANO ;SANTO DOMINGO;UNATRAFIN ;Interurbano;N/A;18/7/2025
ELIAS PIÑA;04:00PM / 05:00PM;7;SICHOELPI ;700;AUTOBÚS;2;ELIAS PIÑA ;SANTO DOMINGO;CONATRA;Interurbano;N/A;18/7/2025
ELIAS PIÑA;04:00PM / 05:00PM;7;SICHOELPI ;700;MINIBÚS;18;ELIAS PIÑA ;SANTO DOMINGO;CONATRA;Interurbano;N/A;18/7/2025
ELIAS PIÑA;06:00am / 06:00pm;7;AMERICO REYES;100;CAMIONETA;1;GUANITO;COMENDADOR;NO AFILIADO-S;Interurbano;N/A;18/7/2025
ELIAS PIÑA;06:00am / 06:00pm;7;BERTILIO MORETA;100;CAMIONETA;1;GUANITO -COMENDADOR-EL LLANO;LAS MATAS DE FARFÁN;NO AFILIADO-S;Interurbano;N/A;18/7/2025
ELIAS PIÑA;07:00AM / 12:00PM;7;BERNARDO ALCANTARA GARCIA;100;CAMIONETA;1;HATO VIEJO DE BANICA;COMENDADOR;NO AFILIADO-S;Interurbano;N/A;18/7/2025
ELIAS PIÑA;07:00AM / 12:00PM;7;SANDIDO VALDEZ VALLEJO;100;CAMIONETA;1;HATO VIEJO DE BANICA;COMENDADOR;NO AFILIADO-S;Interurbano;N/A;18/7/2025
ELIAS PIÑA;04:00am / 01:00pm;7;ASODUCHOVE;700;MINIBÚS;13;HONDO VALLE ;SANTO DOMINGO;FENATRANO-A;Interurbano;N/A;18/7/2025
ELIAS PIÑA;06:30AM / 02:00PM;7;DAVID FERRERAS MONTERO;600;MINIBÚS;1;JUAN SANTIAGO- ELIAS PIÑA;SANTO DOMINGO;NO AFILIADO-S;Interurbano;N/A;18/7/2025
ELIAS PIÑA;06:00AM / 12:30PM;7;CAMILO MATEO CABRERA;300;CAMIONETA;1;MACASIA ;COMENDADOR;NO AFILIADO-S;Interurbano;N/A;18/7/2025
ELIAS PIÑA;08:00AM / 07:30PM;7;RAMON EMILIO HERNANDEZ VALDEZ;150;CAMIONETA;1;POTROZO;COMENDADOR;NO AFILIADO-S;Interurbano;N/A;18/7/2025
ELIAS PIÑA;06:00am / 06:pm;7;MANUEL SANTIAGO FELIZ/ JOSE SUERO QUEZADA;100;CAMIONETA;1;SABANA LARGA;COMENDADOR;NO AFILIADO-S;Interurbano;N/A;18/7/2025
ELIAS PIÑA;07:00AM / 05:00PM;7;ASOCHOBAPE;200;CAMIONETA;0;BANICA;LAS MATAS DE FARFÁN;NO AFILIADO-S;Interurbano;N/A;18/7/2025
ELIAS PIÑA;07:00AM / 05:00PM;7;ASOCHOBAPE;200;CARROS;0;BANICA;LAS MATAS DE FARFÁN;NO AFILIADO-S;Interurbano;N/A;18/7/2025
ELIAS PIÑA;07:00AM / 05:00PM;7;ASOCHOBAPE;200;MICROBÚS;0;BANICA;LAS MATAS DE FARFÁN;NO AFILIADO-S;Interurbano;N/A;18/7/2025
ELIAS PIÑA;06:00AM / 12:30PM;7;FERNANDITO MATEO CABRERA;300;CAMIONES;0;MACASIA;COMENDADOR;NO AFILIADO-S;Interurbano;N/A;18/7/2025
ELIAS PIÑA;06:00AM / 12:30PM;7;GONZALO BERNARDO CABRERA;300;CAMIONES;0;MACASIA;COMENDADOR;NO AFILIADO-S;Interurbano;N/A;18/7/2025
ELIAS PIÑA;06:00AM / 12:30PM;7;JOSELITO MORILLO MORILLO;300;CAMIONETA;0;SABANA LARGA;COMENDADOR;NO AFILIADO-S;Interurbano;N/A;18/7/2025
ELIAS PIÑA;04:00am / 01:00pm;7;ALIRIO ORTIZ VALDEZ;700;MINIBÚS;1;GUANITO (EL LLANO);SANTO DOMINGO;NO AFILIADO-S;Interurbano;N/A;18/7/2025
ELIAS PIÑA;06:00am / 06:00pm;7;AMERICO REYES;100;CAMIONETA;1;GUANITO (EL LLANO);COMENDADOR;NO AFILIADO-S;Interurbano;N/A;18/7/2025
ELIAS PIÑA;06:00AM / 12:30PM;7;ANGEL BIENVENIDO CABRERA VALVDEZ;300;CAMIONETA;1;MACASIA;COMENDADOR;NO AFILIADO-S;Interurbano;N/A;18/7/2025
ELIAS PIÑA;06:00am / 06:00pm;7;APOLINAR SANCHEZ SANCHEZ;100;CAMIONETA;1;GUANITO (EL LLANO);COMENDADOR;NO AFILIADO-S;Interurbano;N/A;18/7/2025
ELIAS PIÑA;06:00am / 06:00pm;7;BERTILIO MORETA;100;CAMIONETA;1;GUANITO (EL LLANO);COMENDADOR O LAS MATAS DE FARFAN;NO AFILIADO-S;Interurbano;N/A;18/7/2025
ELIAS PIÑA;04:00am / 01:00pm;7;DIOGENES BAUTISTA;700;MINIBÚS;1;EL LLANO - COMENDADOR;SANTO DOMINGO;NO AFILIADO-S;Interurbano;N/A;18/7/2025
ELIAS PIÑA;06:00AM / 12:30PM;7;DOMINGO BERNARDO;300;CAMIONETA;1;MACASIA;COMENDADOR;NO AFILIADO-S;Interurbano;N/A;18/7/2025
ELIAS PIÑA;06:00AM / 12:30PM;7;FERMIN VALDEZ Y VALDEZ;300;CAMIONETA;1;MACASIA;COMENDADOR;NO AFILIADO-S;Interurbano;N/A;18/7/2025
ELIAS PIÑA;06:00AM / 12:30PM;7;MARIA JAQUEZ;300;CAMIONETA;1;MACASIA;COMENDADOR;NO AFILIADO-S;Interurbano;N/A;18/7/2025
ELIAS PIÑA;04:00am / 01:00pm;7;MAXIMO RIVERA Y CARVAJAL;600;MINIBÚS;1;BANICA;SANTO DOMINGO;NO AFILIADO-S;Interurbano;N/A;18/7/2025
ESPAILLAT;05:00AM / 04:00PM;7;LINEA GLADYS;350;MINIBÚS;1;GASPAR HERNÁNDEZ ;SANTIAGO DE LOS CABALLEROS;"CONATRA
(FETRAPROES)";Interurbano;N/A;18/7/2025
ESPAILLAT;06:00AM / 02:00PM;7;SINCHOGAHEJOBA;100;CARROS;32;GASPAR HERNÁNDEZ ;JOBA ARRIBA;"CONATRA
(FETRAPROES)";Interurbano;N/A;18/7/2025
ESPAILLAT;06:00AM / 06:00PM;7;YOLANDA ALMONTE AGRAMONTE;350;MICROBÚS;1;GASPAR HERNÁNDEZ ;SANTIAGO DE LOS CABALLEROS;"CONATRA
(FETRAPROES)";Interurbano;N/A;18/7/2025
ESPAILLAT;05:30AM / 05:00PM;7;ÁNGEL JIMÉNEZ ÁNGELES;300;MICROBÚS;1;MOCA;SANTO DOMINGO;"CONATRA
(FETRAPROES)";Interurbano;N/A;18/7/2025
ESPAILLAT;07:00AM/10:00AM/02:00PM Y 05:00PM;7;EXPRESO EL VIADUCTO SRL;350;AUTOBÚS;4;MOCA;SANTO DOMINGO;"CONATRA
(FETRAPROES)";Interurbano;N/A;18/7/2025
ESPAILLAT;07:00AM / 02:00PM;7;SICHOCABECAMO;150;CAMIONETA;12;MOCA;LAS CAOBAS;"CONATRA
(FETRAPROES)";Interurbano;N/A;18/7/2025
ESPAILLAT;07:00AM / 02:00PM;7;EMPRESA DE TRANSPORTE SICHOCARAMOCA,S.R.L.;50;CARROS;6;MOCA;HIGUERITO;"CONATRA
(FETRAPROES)";Interurbano;N/A;18/7/2025
ESPAILLAT;07:00AM / 02:00PM;7;EMPRESA DE TRANSPORTE SICHOCARAMOCA,S.R.L.;50;CARROS;22;MOCA;AUT. RAMON CACERES;"CONATRA
(FETRAPROES)";Interurbano;N/A;18/7/2025
ESPAILLAT;06:00AM / 07:30PM;7;SICHOJULO;50;CARROS;38;MOCA;JUAN LOPEZ;"CONATRA
(FETRAPROES)";Interurbano;N/A;18/7/2025
ESPAILLAT;06:00AM / 07:30PM;7;SICHOJULO;50;CAMIONETA;1;MOCA;JUAN LOPEZ;"CONATRA
(FETRAPROES)";Interurbano;N/A;18/7/2025
ESPAILLAT;06:00AM / 07:00PM;7;SICHOLAMO;50;MICROBÚS;23;MOCA;LAS LAGUNAS;"CONATRA
(FETRAPROES)";Interurbano;N/A;18/7/2025
ESPAILLAT;06:00AM / 05:00PM;7;SICHOMIHEMO SRL;250;CARROS;5;MOCA;GASPAR HERNANDEZ;"CONATRA
(FETRAPROES)";Interurbano;N/A;18/7/2025
ESPAILLAT;06:00AM / 05:00PM;7;SICHOMIHEMO SRL;250;MICROBÚS;16;MOCA;GASPAR HERNANDEZ;"CONATRA
(FETRAPROES)";Interurbano;N/A;18/7/2025
ESPAILLAT;07:20AM / 12:00PM;7;SICHOMOBUYES;250;CARROS;3;MOCA;LOS BUEYES;"CONATRA
(FETRAPROES)";Interurbano;N/A;18/7/2025
ESPAILLAT;07:20AM / 12:00PM;7;SICHOMOBUYES;250;MICROBÚS;2;MOCA;LOS BUEYES;"CONATRA
(FETRAPROES)";Interurbano;N/A;18/7/2025
ESPAILLAT;07:20AM / 12:00PM;7;SICHOMOBUYES;250;CAMIONETA;12;MOCA;LOS BUEYES;"CONATRA
(FETRAPROES)";Interurbano;N/A;18/7/2025
ESPAILLAT;05:30AM / 07:00PM;7;SICHOMOCA;300;MINIBÚS;31;MOCA;SANTO DOMINGO;"CONATRA
(FETRAPROES)";Interurbano;N/A;18/7/2025
ESPAILLAT;06:30AM / 02:00PM;7;SICHOMOVI;250;CARROS;19;MOCA;VILLA TRINA - JAMAO AFUERA;"CONATRA
(FETRAPROES)";Interurbano;N/A;18/7/2025
ESPAILLAT;06:30AM / 02:00PM;7;SICHOMOVI;250;CAMIONETA;7;MOCA;VILLA TRINA - JAMAO AFUERA;"CONATRA
(FETRAPROES)";Interurbano;N/A;18/7/2025
ESPAILLAT;06:30AM / 02:00PM;7;SICHOPALMA;100;CARROS;2;MOCA;POZO DE PALMA;"CONATRA
(FETRAPROES)";Interurbano;N/A;18/7/2025
ESPAILLAT;06:30AM / 02:00PM;7;SICHOPALMA;100;CAMIONETA;2;MOCA;POZO DE PALMA;"CONATRA
(FETRAPROES)";Interurbano;N/A;18/7/2025
ESPAILLAT;06:30AM / 05:00PM;7;SICHOUMO;100;CARROS;8;MOCA;SANTIAGO DE LOS CABALLEROS;"CONATRA
(FETRAPROES)";Interurbano;N/A;18/7/2025
ESPAILLAT;06:30AM / 05:00PM;7;SICHOUMO;100;MICROBÚS;44;MOCA;SANTIAGO DE LOS CABALLEROS;"CONATRA
(FETRAPROES)";Interurbano;N/A;18/7/2025
ESPAILLAT;06:30AM / 06:30PM;7;SINCHOCAGE;50;CARROS;16;MOCA;CAYETANO GERMOSÉN;"CONATRA
(FETRAPROES)";Interurbano;N/A;18/7/2025
ESPAILLAT;06:30AM / 06:30PM;7;SINCHOCAGE;50;CAMIONETA;3;MOCA;CAYETANO GERMOSÉN;"CONATRA
(FETRAPROES)";Interurbano;N/A;18/7/2025
ESPAILLAT;06:00AM / 07:30PM;7;SINCHOMAIC;50;CARROS;19;MOCA;AEROPUERTºO (SANTIAGO DE LOS CABALLEROS );"CONATRA
(FETRAPROES)";Interurbano;N/A;18/7/2025
ESPAILLAT;05:00AM / 10:00PM;7;SINCHOSAVIC;50;CARROS;80;MOCA;CANCA LA PIEDRA;"CONATRA
(FETRAPROES)";Interurbano;N/A;18/7/2025
ESPAILLAT;06:00AM / 07:20PM;7;ASOCHOMOSA;100;MICROBÚS;16;MOCA ;SALCEDO;"CONATRA
(FETRAPROES)";Interurbano;N/A;18/7/2025
ESPAILLAT;05:00AM y 12:30PM;7;Empresa de Transporte Santos Fernández, E.I.R.L .;350;MICROBÚS;1;SABANETA DE YÁSICA;SANTIAGO DE LOS CABALLEROS;"CONATRA
(FETRAPROES)";Interurbano;N/A;2/10/2025
HATO MAYOR;06:40AM / 07:00PM;7;SICHOINSE SRL;80;MICROBÚS;20;HATO MAYOR;EL SEIBO;"CONATRA
(CONEMPTRARE)";Interurbano;N/A;18/7/2025
HATO MAYOR;07:40AM / 05:40PM;7;ASOCHOTRAUR HM;35;MICROBÚS;8;HATO MAYOR;LOS HATILLOS;"CONATRA
(CONEMPTRARE)";Interurbano;N/A;18/7/2025
HATO MAYOR;05:00AM / 07:00PM;7;SICHOTRAHAM (COCHOTRAHS);100;MICROBÚS;10;HATO MAYOR;SAN PEDRO DE MACORIS;MOCHOTRAN ;Interurbano;N/A;18/7/2025
HATO MAYOR;06:30AM / 06:30PM;7;SITRAHAMSA SRL;150;MICROBÚS;33;HATO MAYOR;SABANA DE LA MAR;"CONATRA
(CONEMPTRARE)";Interurbano;N/A;18/7/2025
HATO MAYOR;06:00AM / 08:00PM;7;SITRAHAM S.R.L.;100;MINIBÚS;31;HATO MAYOR;SAN PEDRO DE MACORIS;"CONATRA
(CONEMPTRARE)";Interurbano;N/A;18/7/2025
HATO MAYOR;05:00AM / 06:00PM;7;SITRAHAM S.R.L.;225;MINIBÚS;27;HATO MAYOR;SANTO DOMINGO;"CONATRA
(CONEMPTRARE)";Interurbano;N/A;18/7/2025
HATO MAYOR;06:00AM / 06:00PM;7;SITRAHAMVI;100;MICROBÚS;11;HATO MAYOR;VICENTILLO;"CONATRA
(CONEMPTRARE)";Interurbano;N/A;18/7/2025
HATO MAYOR;06:00AM / 06:00PM;7;SITRAHAMVI;100;CAMIONETA;0;HATO MAYOR;VICENTILLO;"CONATRA
(CONEMPTRARE)";Interurbano;N/A;18/7/2025
HATO MAYOR;07:00AM / 12:00PM;7;ASOCHOTRAHAMPU;100;CAMIONETA;12;HATO MAYOR;EL PUERTO;"CONATRA
(CONEMPTRARE)";Interurbano;N/A;18/7/2025
HATO MAYOR;06:00AM / 06:0PM;7;ASOCHOMAPA;100;CAMIONETA;2;MATA DE PALMA;HATO MAYOR;"CONATRA
(CONEMPTRARE)";Interurbano;N/A;18/7/2025
HATO MAYOR;06:00AM / 06:0PM;7;ASOCHOSIN;120;MICROBÚS;33;SABANA DE LA MAR ;MICHES;"CONATRA
(CONEMPTRARE)";Interurbano;N/A;18/7/2025
HATO MAYOR;06:00AM / 06:0PM;7;ASOTRASAMAR SRL;350;MINIBÚS;20;SABANA DE LA MAR ;SANTO DOMINGO;"CONATRA
(CONEMPTRARE)";Interurbano;N/A;18/7/2025
HATO MAYOR;05:00AM / 06:00PM;7;ASOTRASAMAR SRL;350;MICROBÚS;3;SABANA DE LA MAR ;SANTO DOMINGO;"CONATRA
(CONEMPTRARE)";Interurbano;N/A;18/7/2025
HATO MAYOR;06:00AM / 06:0PM;7;ASOTRASABAHY;150;MINIBÚS;18;SABANA DE LA MAR;HIGUEY POR MICHES;"CONATRA
(CONEMPTRARE)";Interurbano;N/A;18/7/2025
HATO MAYOR;06:00AM / 06:0PM;7;ASOCHOHAMJO;150;CAMIONETA;0;HATO MAYOR;EL JOBO;"CONATRA
(CONEMPTRARE)";Interurbano;N/A;18/7/2025
HERMANAS MIRABAL;06:00AM / 06:00PM;7;FELIPE DE JESUS HENRIQUEZ CRUZ;150;CAMIONETA;1;SALCEDO;MONTELLANO;NO AFILIADO-S;Interurbano;N/A;18/7/2025
HERMANAS MIRABAL;07:15AM / 06:15PM;7;SICHOCAPUSATE;100;MICROBÚS;9;SALCEDO ;TENARES;CONATRA;Interurbano;N/A;18/7/2025
HERMANAS MIRABAL;07:15AM / 06:15PM;7;SICHOCAPUSATE;100;CARROS;9;SALCEDO ;TENARES;CONATRA;Interurbano;N/A;18/7/2025
HERMANAS MIRABAL;05:00AM / 06:00PM;7;SICHOSA;150;MICROBÚS;22;SALCEDO ;SANTIAGO DE LOS CABALLEROS;CONATRA;Interurbano;N/A;18/7/2025
HERMANAS MIRABAL;06:00AM / 05:30PM;7;ASOCHOSAVE;100;CAMIONETA;2;SALCEDO ;LA VEGA;MOCHOTRAN ;Interurbano;N/A;18/7/2025
HERMANAS MIRABAL;06:45AM / 05:00PM;7;ASOCHOSAVE;100;CARROS;5;SALCEDO ;LA VEGA;MOCHOTRAN ;Interurbano;N/A;18/7/2025
HERMANAS MIRABAL;06:45AM / 05:00PM;7;ASOCHOSAVE;100;MICROBÚS;10;SALCEDO ;LA VEGA;MOCHOTRAN ;Interurbano;N/A;18/7/2025
HERMANAS MIRABAL;06:00AM Y 02:00PM;7;"JOSE RAMON GARCIA JISBELT
 JUAN ALBERTO GARCIA";350;MICROBÚS;1;SAN JOSE DE LOS CONUCOS;SANTO DOMINGO;NO AFILIADO-S;Interurbano;N/A;18/7/2025
HERMANAS MIRABAL;06:00AM Y 02:00PM;7;MARINO ANTONIO POLANCO;200;CAMIONETA;1;SONADOR - BLANCO ABAJO ;TENARES;NO AFILIADO-S;Interurbano;N/A;18/7/2025
HERMANAS MIRABAL;06:00AM Y 02:00PM;7;RAFAEL ADAN LUNA;200;CAMIONETA;1;SONADOR - BLANCO ABAJO ;TENARES;NO AFILIADO-S;Interurbano;N/A;18/7/2025
HERMANAS MIRABAL;06:00AM / 05:30PM;7;SITRATEJO;125;MICROBÚS;64;TENARES;JOBA ARRIBA;CONATRA;Interurbano;N/A;18/7/2025
HERMANAS MIRABAL;06:00AM / 05:30PM;7;SICHOTRANPU;300;MINIBÚS;9;TENARES;SANTO DOMINGO;CONATRA;Interurbano;N/A;18/7/2025
HERMANAS MIRABAL;06:00AM / 05:30PM;7;SICHOTRANPU;300;AUTOBÚS;0;TENARES;SANTO DOMINGO;CONATRA;Interurbano;N/A;18/7/2025
HERMANAS MIRABAL;06:00AM / 02:00PM;7;RAMON MAGDALENO GUTIERREZ DE LEON;90;CAMIONETA;1;TENARES;BAMBU;NO AFILIADO-S;Interurbano;N/A;18/7/2025
HERMANAS MIRABAL;06:00AM / 02:00PM;7;"LINEA SANTO CURA DE ARS
 FRANKLIO CONTRERA";350;MICROBÚS;1;SAN JOSE DE LOS CONUCOS;SANTO DOMINGO;NO AFILIADO-S;Interurbano;N/A;18/7/2025
HERMANAS MIRABAL;05:00AM / 06:00PM;7;"VINICIO MARTINEZ 
DANNY DE LOS SANT0S MARTINEZ";250;MICROBÚS;1;VI LLA TAPIA;SANTIAGO DE LOS CABALLEROS;NO AFILIADO-S;Interurbano;N/A;18/7/2025
INDEPENDENCIA;06:00AM / 06:0PM;7;"FRANKLIN GERARDO
 ESPINOSA RAMÍREZ";200;MICROBÚS;1;GUAYABAL;NEIBA;UNATRAFIN ;Interurbano;N/A;18/7/2025
INDEPENDENCIA;06:00AM / 06:0PM;7;"JUAN ESTEBAN MEDINA 
TRINIDAD";1000;CAMIONETA;1;SABANA REAL-LOS PINOS;NEIBA;UNATRAFIN ;Interurbano;N/A;18/7/2025
INDEPENDENCIA;06:00AM / 06:0PM;7;"FRANCISCO ALBERTO MEDINA
 MENDEZ";1000;CAMIONETA;1;SABANA REAL-LOS PINOS;NEIBA;UNATRAFIN ;Interurbano;N/A;18/7/2025
INDEPENDENCIA;06:00AM / 06:0PM;7;"VICTORIANO MEDINA
 FERRERA";1000;CAMIONETA;1;SABANA REAL-LOS PINOS;NEIBA;UNATRAFIN ;Interurbano;N/A;18/7/2025
INDEPENDENCIA;06:00AM / 06:0PM;7;ASOCHODUMIJI;300;MICROBÚS;32;JIMANI;SANTA CRUZ DE BARAHONA;CONATRA;Interurbano;N/A;18/7/2025
INDEPENDENCIA;06:00AM / 06:0PM;7;ASOCHODUMIJI;300;MICROBUS;7;JIMANI;SANTA CRUZ DE BARAHONA;CONATRA;Interurbano;N/A;18/7/2025
INDEPENDENCIA;06:00AM / 06:0PM;7;"ENNY YOBANNY
MENDEZ OTAÑEZ";1000;CAMIONETA;1;SABANA REAL-LOS PINOS;NEIBA;UNATRAFIN ;Interurbano;N/A;18/7/2025
INDEPENDENCIA;06:00AM / 06:0PM;7;"JUAN ANTONIO
 DUVAL TRINIDAD";1000;CAMIONETA;1;SABANA REAL-LOS PINOS;NEIBA;UNATRAFIN ;Interurbano;N/A;18/7/2025
INDEPENDENCIA;06:00AM / 06:0PM;7;ELIGIO ENCARNACION;1000;CAMIONETA;1;SABANA REAL-LOS PINOS;NEIBA;UNATRAFIN ;Interurbano;N/A;18/7/2025
INDEPENDENCIA;06:00AM / 06:0PM;7;"JUAN RICARDO 
SOTO DE OLIO";1000;CAMIONETA;1;SABANA REAL-LOS PINOS;NEIBA;UNATRAFIN ;Interurbano;N/A;18/7/2025
